,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
10073,10074,052411154.jpg,1013,786,1180,878,1193,669,1286,636,1440,659,1419,867,1240,653,1231,411,1245.2994,349.3338,1280.7006,196.6662,1159,617,1076,519,1169,417,1292,404,1315,487,1292,573,4.701550382586578,"video exercise workouts, TV conditioning programs",conditioning exercise
10074,10075,003283543.jpg,1206,713,1351,653,1457,569,1483,636,1375,684,1235,725,1470,603,1672,512,1678.6679,508.9148,1799.3321,453.0852,1586,254,1606,369,1656,446,1687,578,1692,672,1726,792,3.988623822824107,"video exercise workouts, TV conditioning programs",conditioning exercise
10075,10076,046840955.jpg,1526,725,1249,690,926,652,964,491,1206,571,1556,647,945,572,470,406,364.693,379.9801,146.307,326.0199,372,803,404,716,396,539,544,273,760,313,1012,370,6.7486105236559615,"video exercise workouts, TV conditioning programs",conditioning exercise
10076,10077,088528283.jpg,-1,-1,-1,-1,181,1067,160,1052,-1,-1,-1,-1,171,1060,218,785,234.3306,753.1637,300.6694,623.8363,-1,-1,201,980,254,797,181,773,172,905,191,1062,4.360477038123237,circuit training,conditioning exercise
10077,10078,036159027.jpg,171,570,214,469,216,364,308,373,340,422,303,510,262,369,266,224,265.0338,210.3349,259.9662,138.6651,325,181,305,236,236,224,295,224,351,259,349,185,2.1554618994545,circuit training,conditioning exercise
10078,10079,093245042.jpg,-1,-1,669,902,789,686,922,677,942,864,956,884,856,682,784,368,760.73,296.1954,702.27,115.8046,717,746,715,559,674,378,893,358,801,565,674,740,5.688810068898416,circuit training,conditioning exercise
10079,10080,063060847.jpg,455,503,438,429,425,335,471,344,506,427,534,500,448,340,455,226,453.8704,207.926,449.1296,132.074,488,271,401,259,408,221,501,231,494,272,428,269,2.28,circuit training,conditioning exercise
10080,10081,093415534.jpg,1566,816,1640,672,1508,566,1462,549,1527,610,1462,735,1485,558,1624,385,1624.9489,372.06,1634.0511,247.94,1722,420,1741,506,1657,395,1590,374,1616,434,1650,408,3.733600942789681,circuit training,conditioning exercise
10081,10082,075716663.jpg,611,634,854,643,1188,595,1174,482,876,552,614,516,1181,539,1518,513,1515.2646,513.4799,1691.7354,482.5201,1326,843,1405,788,1559,614,1477,412,1294,463,1323,547,5.374982046481644,circuit training,conditioning exercise
10082,10083,010343517.jpg,1007,803,1060,763,1074,641,1131,649,1165,706,1205,803,1103,645,1101,444,1109.1484,431.7773,1158.8516,357.2227,1003,603,1034,508,1103,449,1098,439,1043,527,1007,560,2.6881071407218866,circuit training,conditioning exercise
10083,10084,023115137.jpg,793,712,812,599,816,448,752,433,771,581,741,715,784,441,802,251,802.0,248.0,842.0,115.0,972,134,939,224,849,261,755,241,720,136,746,56,4.153109678301308,circuit training,conditioning exercise
10084,10085,039417045.jpg,512,616,523,469,657,401,720,395,832,480,867,631,689,398,674,230,672.6086,213.5559,664.3914,116.4441,532,266,589,257,624,229,723,231,731,266,664,261,2.923767432611561,circuit training,conditioning exercise
10085,10086,017010688.jpg,30,518,180,532,266,434,249,383,148,507,17,557,258,409,494,423,504.0,414.0,585.0,345.0,572,576,509,528,499,423,489,423,496,518,507,570,3.208827823364788,circuit training,conditioning exercise
10086,10087,049491160.jpg,328,559,343,487,404,452,442,455,500,474,500,554,423,454,433,426,431.8184,442.5424,436.1816,381.4576,404,554,393,480,401,420,465,431,458,506,458,545,1.8372152840644451,circuit training,conditioning exercise
10087,10088,047136816.jpg,432,299,612,306,626,131,596,88,502,260,339,347,611,110,852,211,839.1827,210.1373,968.8173,218.8627,928,425,889,318,873,215,830,206,826,286,848,356,3.897839401514639,circuit training,conditioning exercise
10088,10089,095625920.jpg,302,636,278,546,322,456,339,463,333,561,360,686,331,460,356,356,360.3272,275.78,364.6728,195.22,-1,-1,354,359,330,407,381,304,330,285,307,232,2.420314029211912,circuit training,conditioning exercise
10089,10090,043372788.jpg,564,235,583,183,632,213,632,213,646,207,597,250,632,213,641,159,641.5893,162.4516,633.4107,114.5484,559,197,588,179,617,156,664,161,696,200,684,230,1.4578888846547942,circuit training,conditioning exercise
10090,10091,078562680.jpg,251,269,365,290,391,209,449,202,480,249,477,368,420,206,496,208,490.5876,208.9472,581.4124,193.0528,426,374,421,307,463,221,529,195,538,279,536,349,2.7661496705709907,circuit training,conditioning exercise
10091,10092,059819388.jpg,1211,991,1181,800,1129,647,1087,640,1077,798,1008,934,1108,644,1123,431,1136.8797,404.6132,1200.1203,284.3868,1226,580,1161,541,1159,432,1087,429,1050,508,1072,583,4.075338513547064,"loading unloading a car, implied walking",walking
10092,10093,018356291.jpg,1204,983,1177,822,1206,639,1290,642,1273,822,1285,990,1248,641,1265,429,1257.2495,410.2241,1201.7505,275.7759,1152,508,1236,511,1221,419,1308,439,1330,567,1246,659,4.3635801814565065,"loading unloading a car, implied walking",walking
10093,10094,028488864.jpg,-1,-1,1340,1055,1376,697,1298,733,1182,1070,-1,-1,1337,715,1150,453,1147.0,448.0,1050.0,300.0,1268,588,1316,528,1243,423,1057,483,1045,718,1117,615,5.311162584594827,"loading unloading a car, implied walking",walking
10094,10095,041663185.jpg,1146,997,1180,798,1257,519,1232,528,1208,897,-1,-1,1245,524,1028,277,1029.3662,276.9864,825.6338,279.0136,922,494,1065,398,1080,234,975,320,1053,513,987,590,6.11227748061228,"loading unloading a car, implied walking",walking
10095,10096,035363786.jpg,966,838,938,634,947,420,1071,404,1080,637,1152,885,1009,412,879,209,899.2364,219.4295,728.7636,131.5705,621,457,718,358,814,209,944,209,857,333,721,383,5.753446271583667,"loading unloading a car, implied walking",walking
10096,10097,030774952.jpg,-1,-1,-1,-1,729,559,826,545,-1,-1,-1,-1,778,552,739,299,732.2226,288.4655,653.7774,166.5345,487,431,609,388,667,311,810,286,890,433,892,553,4.349565495540905,"food shopping with or without a grocery cart, standing or walking",home activities
10097,10098,012642623.jpg,-1,-1,-1,-1,367,594,295,568,-1,-1,-1,-1,331,581,322,305,342.5899,257.9374,399.4101,128.0626,443,497,399,484,371,306,272,304,319,460,397,386,4.252810835200644,"food shopping with or without a grocery cart, standing or walking",home activities
10098,10099,076080754.jpg,-1,-1,-1,-1,524,570,636,559,-1,-1,-1,-1,580,565,554,283,548.8231,236.9436,530.1769,71.0564,431,601,439,450,437,293,671,272,725,435,766,584,5.007955271365749,"food shopping with or without a grocery cart, standing or walking",home activities
10099,10100,085078038.jpg,-1,-1,-1,-1,739,495,623,477,-1,-1,-1,-1,681,486,761,321,760.9846,321.033,820.0154,194.967,987,506,907,456,859,361,663,280,563,384,530,530,4.176068964947777,"loading unloading a car, implied walking",walking
10100,10101,025700623.jpg,-1,-1,956,714,942,617,830,615,787,714,-1,-1,886,616,895,359,898.5691,417.8909,883.4309,168.1091,1124,104,1076,214,1000,326,789,392,706,429,694,381,7.507206138104908,playing with children,home activities
10101,10102,040709196.jpg,-1,-1,404,696,501,555,566,578,601,692,-1,-1,534,567,580,385,578.4496,395.2945,606.5504,208.7055,417,514,435,462,501,394,659,375,733,365,814,290,5.660795703785819,playing with children,home activities
10102,10103,049856922.jpg,-1,-1,-1,-1,524,630,652,584,652,692,-1,-1,588,607,559,349,562.6571,366.8602,512.3429,121.1398,584,547,487,528,458,392,659,305,706,421,739,466,7.524564572119771,playing with children,home activities
10103,10104,053332684.jpg,649,523,663,454,688,407,741,413,728,488,724,560,715,410,701,301,700.3203,295.019,686.6797,174.981,627,315,667,305,694,280,708,321,667,380,610,401,3.6243178668543967,playing with children,home activities
10104,10105,065949017.jpg,423,696,520,535,375,611,340,530,518,522,384,648,358,571,511,390,511.456,389.2254,593.544,249.7746,617,619,566,566,541,429,481,350,481,450,586,520,4.854530255338822,playing with children,home activities
10105,10106,041151160.jpg,866,978,885,897,851,767,761,742,736,873,730,944,806,755,854,488,854.3526,486.3544,910.6474,223.6456,987,494,1043,531,956,507,752,469,814,435,854,441,8.060177665535669,playing with children,home activities
10106,10107,018384573.jpg,978,959,966,860,997,683,1164,696,1146,854,1130,1006,1081,690,1071,327,1070.7598,341.2177,1076.2402,16.7823,770,553,866,429,950,324,1192,330,1198,503,1090,590,9.734448520589137,playing with children,home activities
10107,10108,094141118.jpg,1245,963,1251,916,1267,826,1183,842,1068,907,1037,956,1225,834,1188,603,1186.453,600.61,1022.547,347.39,1245,389,1316,472,1298,522,1077,683,1034,795,972,894,9.049145816042529,playing with children,home activities
10108,10109,053235113.jpg,1282,891,1288,860,1201,860,1059,863,944,863,1018,953,1130,862,1160,575,1154.4483,596.6421,1224.5517,323.3579,1400,426,1363,531,1291,569,1028,581,944,538,990,414,8.463973534930268,playing with children,home activities
10109,10110,035494196.jpg,-1,-1,-1,-1,508,650,623,644,-1,-1,-1,-1,566,647,557,344,563.533,274.0035,578.467,113.9965,566,499,413,495,437,346,677,342,708,470,609,535,4.821073739324053,"standing, miscellaneous",miscellaneous
10110,10111,098254876.jpg,1060,630,1081,529,1089,416,1145,442,1182,529,1158,644,1117,429,1109,288,1123.1613,257.7165,1159.8387,179.2835,1150,413,1063,370,1071,293,1147,282,1132,355,1160,434,2.5975496145405965,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10111,10112,018076992.jpg,466,551,477,458,456,385,447,379,468,451,444,540,452,382,452,267,455.8616,253.6454,472.1384,197.3546,496,335,463,333,441,271,462,263,469,302,491,332,1.757907847414079,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10112,10113,059098668.jpg,568,686,640,498,645,363,724,403,770,572,-1,-1,685,383,795,232,815.3134,214.1489,906.6866,133.8511,770,447,719,359,740,221,849,242,845,338,877,428,3.6492629392796574,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10113,10114,008969930.jpg,-1,-1,-1,-1,669,611,783,594,-1,-1,-1,-1,726,603,694,314,688.9339,277.5569,668.0661,127.4431,584,574,588,450,613,317,774,311,841,454,704,576,4.54671749727207,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10114,10115,073386398.jpg,805,716,789,603,800,481,863,481,867,580,886,718,832,481,829,280,824.3692,250.5479,808.6308,150.4521,736,470,741,371,764,281,893,278,917,398,918,482,3.039768412231432,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10115,10116,099475369.jpg,282,699,365,581,379,417,423,417,413,560,392,696,401,417,385,263,390.3675,245.8501,420.6325,149.1499,422,358,342,366,342,259,428,266,434,318,446,357,3.039768412231432,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10116,10117,081913864.jpg,626,605,633,474,571,322,507,330,519,493,521,654,539,326,563,128,557.866,132.6672,623.134,73.3328,641,327,616,240,612,128,514,128,473,237,482,347,2.646210875950743,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10117,10118,055570354.jpg,314,553,328,468,367,412,329,409,307,489,325,581,348,411,353,297,353.2904,289.8365,355.7096,230.1635,373,423,392,373,389,304,317,290,292,362,265,412,1.791660682160548,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10118,10119,048474136.jpg,864,599,879,464,883,342,837,338,829,453,822,535,860,340,857,188,858.0354,170.0538,861.9646,101.9462,974,356,951,284,915,187,798,189,782,274,762,345,2.046624538111473,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10119,10120,083502996.jpg,-1,-1,932,602,946,442,1002,436,983,609,-1,-1,974,439,1000,229,988.2475,197.66,948.7525,92.34,773,314,871,304,964,221,1036,237,1018,354,945,328,3.374454622601999,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10120,10121,093597408.jpg,458,536,472,441,480,286,526,286,554,429,556,584,503,286,487,138,495.0298,99.311,511.9702,17.689,424,254,401,224,423,134,550,142,567,244,578,328,2.5008414583895555,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10121,10122,098920653.jpg,633,530,648,425,674,322,711,318,713,454,750,576,693,320,659,156,648.5388,152.9406,563.4612,128.0594,714,303,713,238,667,160,650,152,661,264,602,318,2.6592389888838497,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10122,10123,039653923.jpg,466,714,520,585,470,377,372,377,450,571,479,680,421,377,436,142,438.4584,121.1685,452.5416,1.8315,584,415,556,307,517,139,354,144,343,300,332,386,3.6049565878107335,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10123,10124,099091747.jpg,187,679,437,692,148,582,328,537,539,537,243,630,238,560,358,330,363.1669,308.9936,413.8331,103.0064,477,592,295,570,266,353,450,307,479,481,621,419,6.363802636788793,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10124,10125,015592625.jpg,-1,-1,-1,-1,359,547,479,545,-1,-1,-1,-1,419,546,482,237,504.9569,204.0619,620.0431,38.9381,365,437,282,350,379,216,584,257,638,365,733,460,6.038182508006859,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10125,10126,025354978.jpg,-1,-1,750,611,774,295,932,307,901,603,-1,-1,853,301,888,268,859.6395,239.142,1030.3605,412.858,530,406,592,255,768,243,1008,293,987,402,896,503,7.306886614694386,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10126,10127,008901612.jpg,489,698,469,626,485,503,554,503,543,640,-1,-1,520,503,533,296,533.1884,265.4831,533.8116,164.5169,420,499,440,424,467,294,599,297,601,420,604,518,3.0290434133567645,"standing, miscellaneous",miscellaneous
10127,10128,027173852.jpg,698,540,697,411,730,291,768,296,716,421,759,525,749,294,648,216,612.3369,209.4954,524.6631,193.5046,596,278,670,251,654,202,642,230,644,312,598,365,2.673604308793655,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10128,10129,076793755.jpg,-1,-1,-1,-1,1245,799,1425,826,-1,-1,-1,-1,1335,813,1419,329,1404.9903,299.3259,1306.0097,89.6741,1221,546,1345,522,1315,342,1522,315,1522,604,1288,592,6.955281158946775,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10129,10130,085292436.jpg,-1,-1,621,994,643,696,677,686,634,981,-1,-1,660,691,660,274,688.5012,227.0472,804.4988,35.9528,584,718,538,510,584,255,736,293,761,420,804,535,6.706357580684167,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10130,10131,038114765.jpg,591,693,580,546,562,404,627,415,620,543,616,682,595,410,597,224,594.4667,183.6983,588.5333,89.3017,512,403,528,315,537,231,656,216,675,318,681,413,2.837486211420242,"standing, miscellaneous",miscellaneous
10131,10132,077764257.jpg,502,703,513,524,498,382,549,400,579,536,563,688,524,391,645,363,623.721,368.1586,732.279,341.8414,577,449,519,364,608,323,681,402,671,455,673,488,3.351073857735756,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10132,10133,049274890.jpg,651,611,665,525,692,391,746,384,749,524,753,599,719,388,726,209,730.8647,195.2166,769.1353,86.7834,694,354,637,304,653,209,799,209,816,304,767,370,3.4496608528955424,"standing quietly, standing in a line",inactivity quiet/light
10133,10134,088921401.jpg,836,679,805,528,894,388,965,392,867,557,-1,-1,930,390,792,335,790.5809,335.942,677.4191,411.058,706,524,702,427,743,303,841,367,876,493,791,524,4.074702443123915,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10134,10135,034639932.jpg,129,692,192,463,206,322,256,349,280,494,282,642,231,336,317,152,335.8081,145.3985,449.1919,105.6015,282,370,242,260,280,120,353,184,351,287,356,370,3.6049565878107335,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10135,10136,036933017.jpg,666,451,610,419,673,385,697,391,707,402,701,456,685,388,686,274,686.9436,268.9518,705.0564,172.0482,617,385,619,348,630,275,742,273,740,354,653,376,2.9574583682615043,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10136,10137,088873579.jpg,274,634,280,386,193,146,278,160,355,381,359,630,236,153,452,163,474.564,179.2411,611.436,277.7589,330,357,245,233,410,164,493,162,530,278,489,381,5.059220493317127,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10137,10138,046437032.jpg,344,526,348,386,328,206,415,173,493,330,530,433,372,190,532,256,523.5313,249.8079,633.4687,330.1921,522,557,489,433,495,276,568,235,553,328,578,441,4.085713646353597,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10138,10139,011984066.jpg,520,574,567,443,567,347,648,370,652,453,599,557,608,359,606,231,609.7341,190.3645,619.2659,86.6355,612,370,544,320,550,226,661,235,667,341,692,409,3.1249806399400293,horse racing,occupation
10139,10140,087927264.jpg,475,594,472,490,467,365,424,359,428,482,417,581,446,362,450,238,459.397,218.162,494.603,143.838,505,389,484,323,481,238,419,237,377,285,420,354,2.467218676972108,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",occupation
10140,10141,077920314.jpg,-1,-1,592,665,754,526,841,528,1041,642,-1,-1,798,527,783,251,786.7658,203.362,799.2342,45.638,719,425,692,361,692,247,874,255,909,402,874,437,4.746481644334042,horse racing,occupation
10141,10142,019074826.jpg,-1,-1,-1,-1,557,594,611,586,-1,-1,-1,-1,584,590,540,301,555.7314,224.119,586.2686,74.881,485,650,460,481,462,311,617,290,607,437,657,545,4.569905031836001,"standing, miscellaneous",miscellaneous
10142,10143,069401995.jpg,-1,-1,776,549,541,522,628,481,826,524,845,708,585,502,594,310,600.176,257.7244,615.824,125.2756,776,481,609,462,541,309,646,311,669,437,789,468,4.001095849889128,"farming, driving tasks (e.g., driving tractor or harvester)",occupation
10143,10144,060263292.jpg,719,859,820,859,706,750,849,733,958,873,830,835,778,742,775,529,777.2573,516.0013,801.7427,374.9987,801,750,685,689,689,534,861,524,883,619,883,711,4.293384678781997,clearing brush,lawn and garden
10144,10145,018453505.jpg,1091,899,1155,733,998,565,949,497,927,697,830,843,974,531,1195,416,1235.3307,408.0661,1398.6693,375.9339,1367,643,1218,628,1218,509,1172,323,1045,321,1108,299,4.994076491204355,clearing brush,lawn and garden
10145,10146,027320351.jpg,663,932,689,777,634,554,756,536,815,708,809,888,695,545,836,580,864.2396,586.3505,1016.7604,620.6495,748,923,768,789,794,661,878,498,838,475,864,548,4.689897227018945,clearing brush,lawn and garden
10146,10147,040898650.jpg,842,739,845,944,851,693,1021,662,1130,894,1053,699,936,678,918,335,836.0141,425.1845,1009.9859,233.8155,916,693,736,590,761,342,1074,327,1198,507,1124,683,7.758832901925392,clearing brush,lawn and garden
10147,10148,069924274.jpg,-1,-1,959,1028,956,795,1077,835,1099,1056,-1,-1,1017,815,1068,397,1053.9549,358.1463,975.0451,139.8537,764,352,845,445,947,386,1189,407,1248,581,1136,671,6.963516353107818,clearing brush,lawn and garden
10148,10149,063872341.jpg,-1,-1,-1,-1,1087,841,1001,868,-1,-1,-1,-1,1044,855,1062,544,1064.0314,523.0762,1079.9686,358.9238,1048,480,1090,492,1122,530,1001,557,871,536,954,477,4.947726750741192,clearing brush,lawn and garden
10149,10150,053223485.jpg,1242,1043,1152,780,1285,569,1459,621,1437,904,-1,-1,1372,595,1372,246,1381.4932,295.636,1327.5068,13.364,1192,417,1189,277,1242,209,1502,283,1546,597,1325,683,8.621647174409308,clearing brush,lawn and garden
10150,10151,076841054.jpg,791,1040,788,882,772,663,836,648,918,854,955,1003,804,656,809,337,821.6759,324.3241,944.3241,201.6759,715,420,618,441,718,323,900,350,897,417,827,441,5.203518809421179,clearing brush,lawn and garden
10151,10152,075793774.jpg,504,1026,559,843,619,624,679,636,660,855,619,1009,649,630,645,396,652.257,367.2745,685.743,234.7255,537,634,521,501,569,383,720,408,751,513,773,614,4.101402686886525,clearing brush,lawn and garden
10152,10153,061785915.jpg,554,819,537,677,545,465,653,472,641,655,631,795,599,469,614,236,615.5694,194.8035,620.4306,67.1965,475,477,470,376,513,227,715,244,744,376,759,453,3.830989428333104,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10153,10154,078699008.jpg,805,926,805,698,690,494,684,470,737,624,712,865,687,482,947,436,985.3035,447.1457,1152.6965,495.8543,980,735,931,658,931,522,962,349,934,420,953,491,5.230073039642946,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10154,10155,033426337.jpg,564,812,569,645,510,497,559,480,549,632,492,822,535,489,646,341,674.0346,325.2305,793.9654,257.7695,647,505,561,473,618,343,674,338,618,431,706,463,4.1280697668523,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10155,10156,088124953.jpg,787,766,813,646,845,472,917,475,898,674,864,771,881,474,908,271,907.8268,271.6195,941.1732,152.3805,688,424,736,345,828,278,987,263,1102,249,1205,225,3.714421623887089,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10156,10157,061491009.jpg,938,670,918,520,941,316,996,338,996,443,990,639,969,327,996,171,959.8514,129.8653,1061.1486,245.1347,990,515,941,432,924,211,1068,131,1162,112,1272,29,4.603622921135048,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10157,10158,082236351.jpg,-1,-1,780,990,811,742,938,745,941,997,-1,-1,875,744,915,409,907.3621,314.3888,891.6379,119.6112,752,649,696,553,764,395,1065,423,1093,612,1099,727,5.862340829395713,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10158,10159,054627910.jpg,1421,992,1404,804,1481,559,1360,588,1305,790,1433,985,1421,574,1382,322,1373.4723,297.8826,1326.5277,165.1174,1324,540,1486,468,1469,316,1295,328,1259,482,1219,564,4.224613591797479,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10159,10160,021843824.jpg,1214,759,1230,616,1262,443,1317,455,1315,653,1317,784,1290,449,1326,286,1327.15,240.4589,1329.85,133.5411,1193,452,1241,379,1278,284,1373,287,1350,386,1288,482,3.208558554865409,"wheelbarrow, pushing garden cart or wheelbarrow",lawn and garden
10160,10161,078900488.jpg,721,516,770,432,728,354,709,351,752,423,740,507,719,353,711,233,715.5559,217.4763,733.4441,156.5237,796,309,733,288,718,235,703,231,736,303,781,315,1.9056967229861104,"standing, talking in person",miscellaneous
10161,10162,033021523.jpg,675,581,720,479,666,391,670,376,694,484,715,567,668,384,679,276,691.5041,265.1531,749.4959,214.8469,765,408,715,365,696,285,662,267,674,335,693,357,2.303124833785611,"standing, talking in person",miscellaneous
10162,10163,053563165.jpg,494,490,490,408,486,331,530,336,536,402,544,497,508,334,520,219,521.051,213.2851,534.949,137.7149,446,359,459,291,478,213,562,225,568,286,575,336,2.3051247254758254,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10163,10164,013710319.jpg,369,647,365,540,372,460,437,458,455,530,465,626,405,459,410,343,388.0643,350.064,490.9357,316.936,356,504,355,432,362,344,458,342,465,435,463,497,3.242221460665511,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10164,10165,053847598.jpg,792,644,798,506,798,365,752,371,716,519,720,634,775,368,717,279,716.2849,273.6041,706.7151,201.3959,781,405,774,322,755,269,678,288,663,371,652,463,2.185186490897287,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10165,10166,014588925.jpg,-1,-1,966,620,989,455,1038,450,1014,601,-1,-1,1014,453,997,270,996.0,255.0,996.0,157.0,981,418,1048,384,1034,267,960,272,937,384,899,484,2.965335731413898,"standing, talking in person",miscellaneous
10166,10167,055303784.jpg,328,421,468,388,611,503,547,549,388,402,-1,-1,579,526,515,350,514.7832,329.8353,513.2168,184.1647,834,404,667,429,601,344,429,355,477,394,371,369,4.370372981794574,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10167,10168,003670798.jpg,504,596,494,496,469,363,508,353,510,475,507,626,489,358,460,180,452.1705,145.4581,433.8295,64.5419,423,363,424,286,410,196,510,163,577,226,564,302,2.489067295193121,"standing quietly, standing in a line",inactivity quiet/light
10168,10169,018557460.jpg,-1,-1,475,707,508,563,577,559,608,711,-1,-1,543,561,553,355,557.1323,319.9742,569.8677,212.0258,430,506,393,411,487,346,618,364,625,417,608,481,3.2609103023542363,"standing quietly, standing in a line",inactivity quiet/light
10169,10170,076504319.jpg,736,369,667,350,712,300,717,294,637,293,657,366,715,297,715,212,703.0,202.0,660.0,167.0,768,268,754,238,710,204,720,220,754,241,759,283,1.68,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10170,10171,040512607.jpg,696,393,628,379,686,353,689,367,623,399,695,408,688,360,675,294,670.534,289.3355,634.466,251.6645,698,353,678,318,684,293,666,294,620,307,574,310,1.5646085772486356,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10171,10172,087252052.jpg,649,474,752,509,667,374,641,394,656,498,653,530,654,384,604,333,583.5228,336.1503,663.4772,323.8497,752,425,740,359,646,305,562,360,586,409,634,421,2.4268498099388025,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",sports
10172,10173,052470754.jpg,-1,-1,224,618,230,477,310,476,323,617,-1,-1,270,477,244,296,248.5456,301.9179,186.4544,221.0821,149,431,181,392,176,298,312,293,335,412,283,480,3.057905165305164,"weeding, cultivating garden",lawn and garden
10173,10174,002225035.jpg,924,548,898,501,897,445,858,416,870,469,884,509,878,431,805,491,890.5216,442.0228,946.4784,409.9772,834,623,871,533,813,488,796,493,844,532,831,602,1.9344952830131168,"weeding, cultivating garden",lawn and garden
10174,10175,071671361.jpg,-1,-1,-1,-1,491,580,553,563,-1,-1,-1,-1,522,572,495,241,502.0913,205.996,534.9087,44.004,623,193,539,282,446,241,543,241,539,396,607,479,4.958483639178413,"weeding, cultivating garden",lawn and garden
10175,10176,011023291.jpg,398,320,365,365,396,267,430,284,465,266,422,335,413,276,437,134,437.1344,119.485,437.8656,40.515,302,150,329,180,386,121,488,147,471,233,393,247,2.36920239743252,"planting seedlings, shrub, stooping, moderate effort",lawn and garden
10176,10177,078937963.jpg,343,407,320,425,307,292,351,278,419,252,402,386,329,285,334,166,337.7164,156.8707,376.2836,62.1293,258,339,233,253,282,169,385,162,402,245,454,291,3.0687169957492006,"planting seedlings, shrub, stooping, moderate effort",lawn and garden
10177,10178,016810255.jpg,-1,-1,399,380,397,274,449,269,421,363,-1,-1,423,272,418,136,416.7939,127.2787,406.2061,50.7213,355,177,326,199,367,127,468,145,455,216,392,232,2.3185788750870646,"planting seedlings, shrub, stooping, moderate effort",lawn and garden
10178,10179,076127143.jpg,-1,-1,-1,-1,-1,-1,352,482,389,476,-1,-1,-1,-1,376,374,382.9778,342.4796,398.0222,274.5204,352,423,333,437,343,365,408,383,383,437,424,458,2.0881379264789954,horseback riding,sports
10179,10180,095423136.jpg,-1,-1,-1,-1,700,657,574,661,-1,-1,-1,-1,637,659,595,330,590.2795,269.9215,577.7205,110.0785,791,367,822,439,719,309,470,350,468,541,450,580,4.8100694381682265,horseback riding,sports
